file_id,initial_ip_client,initial_ip_server,initial_port_client,initial_port_server,time_first,time_last,connection_duration,version_negotiation_occurred,retry_occurred,new_connection_ids_issued_server,retired_cid_count_client,retired_cid_count_server,new_connection_ids_issued_client,migration_type,path_validation_initiated,connection_close_type,bytes_sent_client,bytes_sent_server,packets_sent_client,packets_sent_server,quic_packets_sent_client,quic_packets_sent_server,handshake_duration,time_to_migration,migration_duration,packets_before_migration,app_data_bytes_before_migration,padding_bytes_in_validation_pc,padding_bytes_in_validation_pr,mtu,total_bidi_streams_client_init,total_bidi_streams_server_init,total_udi_streams_client_init,total_udi_streams_server_init,bytes_bidi_streams_client_init_client_sent,bytes_bidi_streams_client_init_server_sent,bytes_bidi_streams_server_init_client_sent,bytes_bidi_streams_server_init_server_sent,bytes_udi_streams_client_init,bytes_udi_streams_server_init,ack_sent_client,ack_sent_server,crypto_sent_client,crypto_sent_server,handshake_done_client,handshake_done_server,path_challenge_sent_client,path_challenge_sent_server,path_response_sent_client,path_response_sent_server,first_path_validation_response_latency
19,127.0.0.2,127.0.0.1,40100,4433,2025-10-12T15-46-54.321361,2025-10-12T15-46-54.327452,6.090879440307617,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,3.9911270141601562,4.767894744873047,0.3600120544433594,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
2,127.0.0.2,127.0.0.1,55134,4433,2025-10-12T15-46-12.714514,2025-10-12T15-46-12.724085,9.571075439453125,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,6.72602653503418,7.695913314819336,0.45013427734375,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
20,127.0.0.2,127.0.0.1,47264,4433,2025-10-12T15-46-56.855591,2025-10-12T15-46-56.865064,9.472846984863281,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,6.5059661865234375,7.506847381591797,0.6291866302490234,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
21,127.0.0.2,127.0.0.1,55705,4433,2025-10-12T15-46-59.419488,2025-10-12T15-46-59.428200,8.712053298950195,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,5.6591033935546875,6.685018539428711,0.5631446838378906,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
22,127.0.0.2,127.0.0.1,46068,4433,2025-10-12T15-47-01.941818,2025-10-12T15-47-01.951483,9.66501235961914,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,6.510019302368164,7.646083831787109,0.5459785461425781,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
23,127.0.0.2,127.0.0.1,36046,4433,2025-10-12T15-47-04.453071,2025-10-12T15-47-04.461438,8.366823196411133,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,5.663156509399414,6.682872772216797,0.42891502380371094,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
24,127.0.0.2,127.0.0.1,48341,4433,2025-10-12T15-47-05.328752,2025-10-12T15-47-05.337018,8.265972137451172,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,5.535125732421875,6.510019302368164,0.44798851013183594,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
25,127.0.0.2,127.0.0.1,37953,4433,2025-10-12T15-47-07.863342,2025-10-12T15-47-07.872252,8.909940719604492,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,5.92803955078125,6.87098503112793,0.5860328674316406,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
26,127.0.0.2,127.0.0.1,47059,4433,2025-10-12T15-47-10.372896,2025-10-12T15-47-10.381417,8.521080017089844,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,5.429983139038086,6.318092346191406,0.6608963012695312,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
27,127.0.0.2,127.0.0.1,55109,4433,2025-10-12T15-47-12.895902,2025-10-12T15-47-12.906581,10.679006576538086,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,7.138967514038086,8.469104766845703,0.6670951843261719,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
28,127.0.0.2,127.0.0.1,46938,4433,2025-10-12T15-47-15.467502,2025-10-12T15-47-15.476508,9.00578498840332,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,6.093025207519531,7.077932357788086,0.5819797515869141,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
29,127.0.0.2,127.0.0.1,34207,4433,2025-10-12T15-47-18.002064,2025-10-12T15-47-18.012088,10.024070739746094,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,7.133007049560547,8.201122283935547,0.5369186401367188,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
3,127.0.0.2,127.0.0.1,54734,4433,2025-10-12T15-46-15.266729,2025-10-12T15-46-15.274579,7.849931716918945,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,4.970073699951172,6.042957305908203,0.5168914794921875,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
30,127.0.0.2,127.0.0.1,41686,4433,2025-10-12T15-47-20.557046,2025-10-12T15-47-20.565823,8.777141571044922,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,5.856990814208984,6.921052932739258,0.5419254302978516,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
31,127.0.0.2,127.0.0.1,59744,4433,2025-10-12T22-07-28.858269,2025-10-12T22-07-28.874067,15.798091888427734,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,10.970115661621094,12.524127960205078,1.0058879852294922,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.6279945373535156
32,127.0.0.2,127.0.0.1,54633,4433,2025-10-12T22-07-31.420071,2025-10-12T22-07-31.430356,10.285139083862305,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,5.2928924560546875,6.7729949951171875,1.013040542602539,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.4620552062988281
33,127.0.0.2,127.0.0.1,54636,4433,2025-10-12T22-07-33.930516,2025-10-12T22-07-33.940307,9.790897369384766,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7194,4568,13,12,18,19,5.002021789550781,6.620883941650391,1.0950565338134766,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,4,5,3,4,0,1,1,1,1,1,0.6182193756103516
34,127.0.0.2,127.0.0.1,54639,4433,2025-10-12T22-07-36.416032,2025-10-12T22-07-36.428593,12.560844421386719,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7194,4568,13,12,18,19,8.144140243530273,9.624958038330078,0.8089542388916016,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,4,5,3,4,0,1,1,1,1,1,0.4820823669433594
35,127.0.0.2,127.0.0.1,54642,4433,2025-10-12T22-07-38.968018,2025-10-12T22-07-38.980354,12.336015701293945,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,7.815122604370117,9.34290885925293,0.9369850158691406,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.5221366882324219
36,127.0.0.2,127.0.0.1,62699,4433,2025-10-12T22-07-41.442742,2025-10-12T22-07-41.454044,11.301994323730469,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,6.886959075927734,8.358001708984375,0.7948875427246094,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.4868507385253906
37,127.0.0.2,127.0.0.1,63782,4433,2025-10-12T22-07-43.992474,2025-10-12T22-07-44.003844,11.369943618774414,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7194,4568,13,12,18,19,7.011890411376953,8.333921432495117,0.7760524749755859,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,4,5,3,4,0,1,1,1,1,1,0.4489421844482422
38,127.0.0.2,127.0.0.1,63785,4433,2025-10-12T22-07-46.571553,2025-10-12T22-07-46.584369,12.81595230102539,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7194,4568,13,12,18,19,8.248090744018555,9.740114212036133,0.7748603820800781,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,4,5,3,4,0,1,1,1,1,1,0.4229545593261719
39,127.0.0.2,127.0.0.1,63788,4433,2025-10-12T22-07-49.041494,2025-10-12T22-07-49.051800,10.306119918823242,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,5.853176116943359,7.3070526123046875,0.8590221405029297,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.4990100860595703
4,127.0.0.2,127.0.0.1,51377,4433,2025-10-12T15-46-17.760575,2025-10-12T15-46-17.768966,8.39090347290039,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,6.042957305908203,6.965875625610352,0.38313865661621094,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
40,127.0.0.2,127.0.0.1,63791,4433,2025-10-12T22-07-51.597114,2025-10-12T22-07-51.610101,12.986898422241211,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,7.946968078613281,9.346961975097656,1.2018680572509766,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.6709098815917969
41,127.0.0.2,127.0.0.1,63798,4433,2025-10-12T22-07-54.178835,2025-10-12T22-07-54.189805,10.970115661621094,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,6.222009658813477,7.636070251464844,1.085042953491211,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.6561279296875
42,127.0.0.2,127.0.0.1,61629,4433,2025-10-12T22-07-56.764841,2025-10-12T22-07-56.776744,11.902809143066406,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7194,4568,13,12,18,19,7.659196853637695,9.05299186706543,0.8769035339355469,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,4,5,3,4,0,1,1,1,1,1,0.4508495330810547
43,127.0.0.2,127.0.0.1,61632,4433,2025-10-12T22-07-59.330577,2025-10-12T22-07-59.342466,11.889219284057617,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,7.502079010009766,9.050130844116211,0.8549690246582031,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.5130767822265625
44,127.0.0.2,127.0.0.1,55493,4433,2025-10-12T22-08-02.605517,2025-10-12T22-08-02.618987,13.470172882080078,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,8.660078048706055,10.378122329711914,1.0249614715576172,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.6210803985595703
45,127.0.0.2,127.0.0.1,55496,4433,2025-10-12T22-08-05.539152,2025-10-12T22-08-05.551109,11.957168579101562,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,6.367921829223633,8.268117904663086,1.1758804321289062,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.7579326629638672
46,127.0.0.2,127.0.0.1,59329,4433,2025-10-12T22-08-08.169910,2025-10-12T22-08-08.180939,11.02900505065918,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,6.301164627075195,7.997035980224609,0.9500980377197266,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.5791187286376953
47,127.0.0.2,127.0.0.1,65422,4433,2025-10-12T22-08-10.733225,2025-10-12T22-08-10.742518,9.292840957641602,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,4.95600700378418,6.339788436889648,0.9071826934814453,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.5290508270263672
48,127.0.0.2,127.0.0.1,54023,4433,2025-10-12T22-08-13.344403,2025-10-12T22-08-13.356542,12.139081954956055,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,6.852149963378906,8.774995803833008,0.9510517120361328,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.5860328674316406
49,127.0.0.2,127.0.0.1,57072,4433,2025-10-12T22-08-15.984290,2025-10-12T22-08-16.004638,20.348072052001953,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4570,14,12,19,19,10.000944137573242,12.491226196289062,3.1599998474121094,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,2.0589828491210938
5,127.0.0.2,127.0.0.1,38455,4433,2025-10-12T15-46-20.385000,2025-10-12T15-46-20.394716,9.716033935546875,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,6.926059722900391,7.995128631591797,0.44798851013183594,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
50,127.0.0.2,127.0.0.1,63553,4433,2025-10-12T22-08-18.533292,2025-10-12T22-08-18.545606,12.3138427734375,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,7.819175720214844,9.374856948852539,0.9751319885253906,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.5919933319091797
51,127.0.0.2,127.0.0.1,63556,4433,2025-10-12T22-08-21.110381,2025-10-12T22-08-21.123431,13.050079345703125,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,7.7800750732421875,9.608030319213867,1.049041748046875,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.6279945373535156
52,127.0.0.2,127.0.0.1,62045,4433,2025-10-12T22-08-23.669163,2025-10-12T22-08-23.682012,12.849092483520508,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,7.7228546142578125,9.340047836303711,0.9758472442626953,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.6129741668701172
53,127.0.0.2,127.0.0.1,62048,4433,2025-10-12T22-08-26.221882,2025-10-12T22-08-26.231120,9.238004684448242,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,4.939794540405273,6.2999725341796875,0.8618831634521484,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.5238056182861328
54,127.0.0.2,127.0.0.1,55901,4433,2025-10-12T22-08-28.773368,2025-10-12T22-08-28.785053,11.68513298034668,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,7.180929183959961,8.645057678222656,0.9629726409912109,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.5559921264648438
55,127.0.0.2,127.0.0.1,60366,4433,2025-10-12T22-08-31.360126,2025-10-12T22-08-31.370741,10.614871978759766,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,5.890846252441406,7.425069808959961,0.9047985076904297,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.5509853363037109
56,127.0.0.2,127.0.0.1,58876,4433,2025-10-12T22-08-34.038741,2025-10-12T22-08-34.050705,11.963844299316406,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,7.539033889770508,8.907794952392578,0.8661746978759766,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.45609474182128906
57,127.0.0.2,127.0.0.1,58879,4433,2025-10-12T22-08-36.562147,2025-10-12T22-08-36.573730,11.583089828491211,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,7.354021072387695,8.652210235595703,0.8959770202636719,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.5538463592529297
58,127.0.0.2,127.0.0.1,58882,4433,2025-10-12T22-08-39.158917,2025-10-12T22-08-39.170993,12.076139450073242,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,7.37309455871582,8.805036544799805,1.0230541229248047,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.6420612335205078
59,127.0.0.2,127.0.0.1,51276,4433,2025-10-12T22-08-41.736110,2025-10-12T22-08-41.749782,13.672113418579102,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7194,4568,13,12,18,19,8.393049240112305,9.905099868774414,1.1060237884521484,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,4,5,3,4,0,1,1,1,1,1,0.6258487701416016
6,127.0.0.2,127.0.0.1,39304,4433,2025-10-12T15-46-22.909192,2025-10-12T15-46-22.917763,8.57090950012207,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,5.590915679931641,6.62994384765625,0.5440711975097656,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
60,127.0.0.2,127.0.0.1,64101,4433,2025-10-12T22-08-44.309296,2025-10-12T22-08-44.320487,11.191129684448242,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7269,4568,14,12,19,19,7.300853729248047,8.511066436767578,0.7529258728027344,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1,0.4410743713378906
7,127.0.0.2,127.0.0.1,37519,4433,2025-10-12T15-46-25.430341,2025-10-12T15-46-25.440146,9.804964065551758,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,6.978034973144531,8.013010025024414,0.4849433898925781,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
8,127.0.0.2,127.0.0.1,57563,4433,2025-10-12T15-46-27.960472,2025-10-12T15-46-27.968698,8.22591781616211,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,5.520105361938477,6.447792053222656,0.47016143798828125,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
9,127.0.0.2,127.0.0.1,40047,4433,2025-10-12T15-46-30.503174,2025-10-12T15-46-30.510700,7.525920867919922,1,1,1,0,0,1,IP_AND_PORT,1,CLIENT_CLOSE,7402,4597,13,11,18,15,5.21397590637207,5.982875823974609,0.3941059112548828,13,47,1303,0,1398,1,0,4,4,72,115,0,0,47,47,4,4,3,4,0,1,1,0,1,0,
