frame_number,delta_time,packet_length,packet_direction,header_form,count_initial,count_0rtt,count_handshake,count_1rtt,count_retry,count_vn,count_ack,count_padding,count_connection_close,count_path_challenge,count_path_response,count_new_connection_id,count_retire_cid,count_ping,count_crypto,count_handshake_done,http3_stream_count,http3_fin_count,stream_length,stream_type_count,capture_id
42,0.00010374990807303983,95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,3172
43,0.006161428757964592,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3172
44,0.00010374990807303983,62,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27,0,3172
45,0.011528269869040505,63,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3172
46,0.0051874954036519915,250,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3172
47,0.019996715426321976,64,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3172
1,1e-06,1250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3173
2,0.00020879986252523084,1250,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3173
3,0.0009466541240447964,176,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3173
4,0.0022038860025618313,896,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3173
5,0.0009466541240447964,600,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3173
6,0.0004733270620223982,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3173
7,0.0004733270620223982,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3173
8,0.0004733270620223982,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3173
9,0.0004733270620223982,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3173
10,0.0004733270620223982,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3173
11,0.0004733270620223982,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3173
12,0.0004733270620223982,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3173
13,0.0018933082480895927,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,3173
14,0.0018933082480895927,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,3173
15,0.012598485051552007,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3173
16,0.006489164795180802,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0,3173
17,0.07543385547999039,303,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,268,0,3173
18,0.02380862928582363,63,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3173
19,0.009466541240447964,64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3173
20,8.935460274442073,64,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3173
21,0.0018933082480895927,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3173
22,0.05612194876885022,135,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,3173
23,9.466541240447964e-05,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3173
24,9.466541240447964e-05,135,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,3173
25,0.007714407615381373,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3173
26,0.09444539103213224,135,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,3173
27,0.0010564643122038255,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3173
28,0.0896175862326309,135,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,3173
29,0.014298882920725087,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3173
30,0.11181000384691987,135,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,3173
31,0.006203037442696752,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3173
32,0.11105793973657281,135,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,3173
33,0.0028308058014432117,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3173
34,0.04108574190186647,62,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27,0,3173
35,9.466541240447964e-05,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3173
36,0.004733270620223982,250,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3173
37,0.014686765907643623,64,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3173
1,1e-06,1250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3174
2,0.001028734569475208,1250,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3174
3,0.0008786910189108513,734,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3174
4,0.0015995186990097028,1134,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3174
5,0.0008786910189108513,600,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3174
6,0.00043934550945542566,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3174
7,0.00043934550945542566,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3174
8,0.00043934550945542566,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3174
9,0.00043934550945542566,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3174
10,0.00043934550945542566,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3174
11,0.00043934550945542566,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3174
12,0.00043934550945542566,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3174
13,0.0017573820378217026,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,3174
14,0.0017573820378217026,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,3174
15,0.018804567282693682,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3174
16,0.001068761934625741,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0,3174
17,0.11143866926239249,303,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,268,0,3174
18,0.007348067732459017,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3174
19,0.008786910189108514,64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3174
20,9.381871199580347,64,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3174
21,0.0017573820378217026,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3174
22,0.11336152197497754,574,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,539,0,3174
23,0.011625019223640102,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3174
24,8.786910189108514e-05,123,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,88,0,3174
25,0.00015410626198158063,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3174
26,0.004393455094554257,250,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3174
27,0.003945687438115088,64,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3174
1,1e-06,1250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3175
2,0.0024421145748526776,1250,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3175
3,0.0010480594839441047,203,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3175
4,0.001500699609190799,867,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3175
5,0.0010480594839441047,600,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3175
6,0.0005240297419720523,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3175
7,0.0005240297419720523,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3175
8,0.0005240297419720523,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3175
9,0.0005240297419720523,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3175
10,0.0005240297419720523,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3175
11,0.0005240297419720523,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3175
12,0.0005240297419720523,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3175
13,0.0020961189678882094,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,3175
14,0.0020961189678882094,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,3175
15,0.009549299860909593,62,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3175
16,0.002448500926030728,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0,3175
17,0.00010480594839441047,303,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,268,0,3175
18,0.00010480594839441047,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3175
19,0.013237975916955656,64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3175
20,15.57507412283897,64,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3175
21,0.0020961189678882094,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3175
22,0.010803248349083541,269,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,234,0,3175
23,0.01482429819011221,63,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3175
24,0.11498158224672803,269,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,234,0,3175
25,0.008958233579911247,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3175
26,0.03435222502530651,194,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,159,0,3175
27,0.011982637294564027,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3175
28,0.005240297419720524,250,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3175
1,1e-06,1250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3176
2,0.006511987537759637,1250,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3176
3,0.001160646089982324,603,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3176
4,0.002683300701651557,493,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3176
5,0.001160646089982324,600,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3176
6,0.000580323044991162,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3176
7,0.000580323044991162,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3176
8,0.000580323044991162,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3176
9,0.000580323044991162,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3176
10,0.000580323044991162,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3176
11,0.000580323044991162,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3176
12,0.000580323044991162,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3176
13,0.002321292179964648,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,3176
14,0.002321292179964648,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,3176
15,0.010434740615282758,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3176
16,0.014298262389026446,114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0,3176
17,0.00011606460899823241,303,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,268,0,3176
18,0.020742508526052108,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3176
19,0.01981810371216633,64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3176
20,16.917528952874985,64,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3176
21,0.002321292179964648,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3176
22,0.12631590053210753,95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,3176
23,0.020314977270877808,67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3176
24,0.08156813472809085,95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,3176
25,0.014732060838981325,63,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3176
26,0.07127325171625568,95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,3176
27,0.013918257213457146,62,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3176
28,0.09871967502942419,95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,3176
29,0.007803129222095857,63,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3176
30,0.11087125248248031,95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,3176
31,0.0012024888902116763,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3176
32,0.020728377951380775,95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,3176
33,0.021264027356867905,63,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3176
34,0.00011606460899823241,95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,3176
35,0.03371200624311239,63,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3176
36,0.26727805760693857,95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,3176
37,0.010577077712009268,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3176
38,0.12759537042104127,95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,3176
39,0.0313227379337161,63,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3176
40,0.09167195479617678,95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,3176
41,0.00777248387701323,63,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3176
42,0.00011606460899823241,62,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27,0,3176
43,0.027426667977118218,67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3176
44,0.0058032304499116205,250,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3176
45,0.008155012107492098,65,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3176
1,1e-06,1250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3177
2,0.0025739831457809244,1250,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3177
3,0.0010694996484340532,60,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3177
4,0.0012780518712161562,261,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3177
5,0.0010694996484340532,600,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3177
6,0.0005347498242170266,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3177
7,0.0005347498242170266,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3177
8,0.0005347498242170266,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3177
9,0.0005347498242170266,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3177
10,0.0005347498242170266,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3177
11,0.0005347498242170266,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3177
12,0.0005347498242170266,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3177
13,0.0021389992968681064,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,3177
14,0.0021389992968681064,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,3177
15,0.00010694996484340532,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3177
16,0.01132802813383524,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0,3177
17,0.05415083791425093,303,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,268,0,3177
18,0.00010694996484340532,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3177
19,0.010913256514866122,64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3177
20,7.353870835504078,64,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3177
21,0.0021389992968681064,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3177
22,0.09279038893963974,372,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,337,0,3177
23,0.022433894896950808,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3177
24,0.04397332613425127,325,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,290,0,3177
25,0.01932686332429362,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3177
26,0.005347498242170266,250,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3177
1,1e-06,1250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3178
2,0.00010630148738455545,1250,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3178
3,0.0010630148738455544,189,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3178
4,0.002134013889935848,1189,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3178
5,0.0010630148738455544,600,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3178
6,0.0005315074369227772,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3178
7,0.0005315074369227772,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3178
8,0.0005315074369227772,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3178
9,0.0005315074369227772,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3178
10,0.0005315074369227772,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3178
11,0.0005315074369227772,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3178
12,0.0005315074369227772,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3178
13,0.002126029747691109,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,3178
14,0.002126029747691109,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,3178
15,0.01529944143592199,63,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3178
16,0.008431194925801305,88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0,3178
