file_id,implementation,initial_ip_client,initial_ip_server,initial_port_client,initial_port_server,time_first,time_last,connection_duration,version_negotiation_occurred,retry_occurred,new_connection_ids_issued_server,retired_cid_count_client,retired_cid_count_server,new_connection_ids_issued_client,migration_type,first_path_validation_response_latency,path_validation_initiated,connection_close_type,bytes_sent_client,bytes_sent_server,packets_sent_client,packets_sent_server,quic_packets_sent_client,quic_packets_sent_server,handshake_duration,time_to_migration,migration_duration,packets_before_migration,app_data_bytes_before_migration,padding_bytes_in_validation_pc,padding_bytes_in_validation_pr,mtu,total_bidi_streams_client_init,total_bidi_streams_server_init,total_udi_streams_client_init,total_udi_streams_server_init,bytes_bidi_streams_client_init_client_sent,bytes_bidi_streams_client_init_server_sent,bytes_bidi_streams_server_init_client_sent,bytes_bidi_streams_server_init_server_sent,bytes_udi_streams_client_init,bytes_udi_streams_server_init,total_client_app_bytes,total_server_app_bytes,avg_request_size,avg_response_size,ack_sent_client,ack_sent_server,crypto_sent_client,crypto_sent_server,handshake_done_client,handshake_done_server,path_challenge_sent_client,path_challenge_sent_server,path_response_sent_client,path_response_sent_server
3182,aioquic,127.0.0.2,127.0.0.1,55558,4433,2025-11-17T17-48-12.274768,2025-11-17T17-48-12.309048,34.279823303222656,0,0,7,0,0,7,BEFORE_DOWNLOAD,15.629053115844727,1.0,CLIENT_CLOSE,3153,3090,7,7,22,19,8.848905563354492,14.9688720703125,16.123056411743164,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,5,3,2,3,0,1,0,1,1,0
3183,aioquic,127.0.0.2,127.0.0.1,64726,4433,2025-11-17T17-48-15.784123,2025-11-17T17-48-15.817854,33.73098373413086,0,0,7,0,0,7,BEFORE_DOWNLOAD,11.027097702026367,1.0,CLIENT_CLOSE,3207,3026,8,6,22,18,9.765148162841797,9.562969207763672,11.582136154174805,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,2,2,3,0,1,0,1,1,0
3184,aioquic,127.0.0.2,127.0.0.1,65434,4433,2025-11-17T17-48-19.557756,2025-11-17T17-48-19.592812,35.056114196777344,0,0,7,0,0,7,BEFORE_DOWNLOAD,16.057968139648438,1.0,CLIENT_CLOSE,3153,3090,7,7,22,19,8.862972259521484,12.135028839111328,16.71004295349121,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,5,3,2,3,0,1,0,1,1,0
3185,aioquic,127.0.0.2,127.0.0.1,57062,4433,2025-11-17T17-48-23.120865,2025-11-17T17-48-23.152638,31.772851943969727,0,0,7,0,0,7,BEFORE_DOWNLOAD,16.348838806152344,1.0,CLIENT_CLOSE,3148,3090,7,7,22,19,11.294841766357422,11.434793472290039,17.02404022216797,6,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,3,2,3,0,1,0,1,1,0
3186,aioquic,127.0.0.2,127.0.0.1,50493,4433,2025-11-17T17-48-26.647378,2025-11-17T17-48-26.668539,21.16107940673828,0,0,7,0,0,7,BEFORE_DOWNLOAD,7.738828659057617,1.0,CLIENT_CLOSE,3207,3027,8,6,22,18,10.159015655517578,9.746074676513672,8.447885513305664,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,2,2,3,0,1,0,1,1,0
3187,aioquic,127.0.0.2,127.0.0.1,54380,4433,2025-11-17T17-48-30.216055,2025-11-17T17-48-30.260670,44.61503028869629,0,0,7,0,0,7,BEFORE_DOWNLOAD,13.53001594543457,1.0,CLIENT_CLOSE,3279,3027,8,6,23,18,11.309146881103516,11.376142501831055,14.163970947265625,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,2,3,3,0,1,0,1,1,0
3188,aioquic,127.0.0.2,127.0.0.1,56250,4433,2025-11-17T17-48-33.786253,2025-11-17T17-48-33.823618,37.364959716796875,0,0,7,0,0,7,BEFORE_DOWNLOAD,20.43008804321289,1.0,CLIENT_CLOSE,3207,3091,8,7,22,19,11.776924133300781,11.233091354370117,21.39592170715332,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,3,2,3,0,1,0,1,1,0
3189,aioquic,127.0.0.2,127.0.0.1,53362,4433,2025-11-17T17-48-37.670004,2025-11-17T17-48-37.712590,42.58608818054199,0,0,7,0,0,7,BEFORE_DOWNLOAD,27.654170989990234,1.0,CLIENT_CLOSE,3279,3037,8,6,23,20,10.482072830200195,10.05101203918457,28.621196746826172,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,4,3,3,0,1,0,1,1,0
3190,aioquic,127.0.0.2,127.0.0.1,63769,4433,2025-11-17T17-48-41.346898,2025-11-17T17-48-41.389634,42.73581504821777,0,0,7,0,0,7,BEFORE_DOWNLOAD,14.629840850830078,1.0,CLIENT_CLOSE,3153,3090,7,7,22,19,8.764028549194336,23.393869400024414,15.347003936767578,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,5,3,2,3,0,1,0,1,1,0
3191,aioquic,127.0.0.2,127.0.0.1,62833,4433,2025-11-17T17-48-44.838868,2025-11-17T17-48-44.879173,40.305137634277344,0,0,7,0,0,7,BEFORE_DOWNLOAD,15.763998031616211,1.0,CLIENT_CLOSE,3153,3151,7,8,22,21,8.944988250732422,19.99807357788086,16.288042068481445,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,5,3,2,3,0,1,0,1,1,0
3192,aioquic,127.0.0.2,127.0.0.1,51836,4433,2025-11-17T17-48-48.329066,2025-11-17T17-48-48.378855,49.7889518737793,0,0,7,0,0,7,BEFORE_DOWNLOAD,15.726804733276367,1.0,CLIENT_CLOSE,3154,3090,7,7,22,19,9.163856506347656,29.731035232543945,16.266822814941406,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,5,3,2,3,0,1,0,1,1,0
3193,aioquic,127.0.0.2,127.0.0.1,51511,4433,2025-11-17T17-48-51.934365,2025-11-17T17-48-51.974122,39.75701332092285,0,0,7,0,0,7,BEFORE_DOWNLOAD,23.924827575683594,1.0,CLIENT_CLOSE,3279,3031,8,6,23,19,10.855913162231445,11.018037796020508,24.716854095458984,6,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,3,3,3,0,1,0,1,1,0
3194,aioquic,127.0.0.2,127.0.0.1,56850,4433,2025-11-17T17-48-56.543203,2025-11-17T17-48-56.579015,35.8119010925293,0,0,7,0,0,7,BEFORE_DOWNLOAD,15.439987182617188,1.0,CLIENT_CLOSE,3153,3151,7,8,22,21,8.84699821472168,15.702962875366211,15.869855880737305,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,5,3,2,3,0,1,0,1,1,0
3195,aioquic,127.0.0.2,127.0.0.1,49164,4433,2025-11-17T17-49-00.008111,2025-11-17T17-49-00.049751,41.64004325866699,0,0,7,0,0,7,BEFORE_DOWNLOAD,15.006065368652344,1.0,CLIENT_CLOSE,3153,3090,7,7,22,19,8.893966674804688,22.71103858947754,15.492916107177734,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,5,3,2,3,0,1,0,1,1,0
3196,aioquic,127.0.0.2,127.0.0.1,60331,4433,2025-11-17T17-49-03.728324,2025-11-17T17-49-03.781343,53.019046783447266,0,0,7,0,0,7,BEFORE_DOWNLOAD,24.470090866088867,1.0,CLIENT_CLOSE,3279,3031,8,6,23,19,13.767004013061523,13.767004013061523,25.23207664489746,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,3,3,3,0,1,0,1,1,0
3197,aioquic,127.0.0.2,127.0.0.1,64437,4433,2025-11-17T17-49-08.158048,2025-11-17T17-49-08.203145,45.09711265563965,0,0,7,0,0,7,BEFORE_DOWNLOAD,14.456987380981445,1.0,CLIENT_CLOSE,3153,3090,7,7,22,19,11.988162994384766,23.823976516723633,15.535116195678711,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,5,3,2,3,0,1,0,1,1,0
3198,aioquic,127.0.0.2,127.0.0.1,64600,4433,2025-11-17T17-49-11.818167,2025-11-17T17-49-11.839402,21.234989166259766,0,0,7,0,0,7,BEFORE_DOWNLOAD,5.797147750854492,1.0,CLIENT_CLOSE,3207,3088,8,7,22,20,11.076927185058594,10.514974594116211,6.754159927368164,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,2,2,3,0,1,0,1,1,0
3199,aioquic,127.0.0.2,127.0.0.1,53937,4433,2025-11-17T17-49-15.435341,2025-11-17T17-49-15.469299,33.95819664001465,0,0,7,0,0,7,BEFORE_DOWNLOAD,20.07579803466797,1.0,CLIENT_CLOSE,3147,3151,7,8,21,21,9.258031845092773,9.769201278686523,20.399808883666992,8,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,3,2,3,0,1,0,1,1,0
3200,aioquic,127.0.0.2,127.0.0.1,57874,4433,2025-11-17T17-49-18.996828,2025-11-17T17-49-19.027997,31.16893768310547,0,0,7,0,0,7,BEFORE_DOWNLOAD,15.753030776977539,1.0,CLIENT_CLOSE,3147,3151,7,8,21,21,10.701894760131836,11.435985565185547,16.258955001831055,8,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,3,2,3,0,1,0,1,1,0
3201,aioquic,127.0.0.2,127.0.0.1,64478,4433,2025-11-17T17-49-22.753780,2025-11-17T17-49-22.784130,30.350208282470703,0,0,7,0,0,7,BEFORE_DOWNLOAD,7.879018783569336,1.0,CLIENT_CLOSE,3207,3027,8,6,22,18,15.022039413452148,14.770030975341797,10.487079620361328,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,2,2,3,0,1,0,1,1,0
3202,aioquic,127.0.0.2,127.0.0.1,63062,4433,2025-11-17T17-49-27.050353,2025-11-17T17-49-27.089227,38.873910903930664,0,0,7,0,0,7,BEFORE_DOWNLOAD,22.651195526123047,1.0,CLIENT_CLOSE,3207,3091,8,7,22,19,10.999917984008789,10.477066040039062,23.715972900390625,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,3,2,3,0,1,0,1,1,0
3203,aioquic,127.0.0.2,127.0.0.1,58074,4433,2025-11-17T17-49-30.686295,2025-11-17T17-49-30.723838,37.54305839538574,0,0,7,0,0,7,BEFORE_DOWNLOAD,22.706031799316406,1.0,CLIENT_CLOSE,3147,3151,7,8,21,21,8.86988639831543,9.677886962890625,23.180007934570312,8,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,3,2,3,0,1,0,1,1,0
3204,aioquic,127.0.0.2,127.0.0.1,58678,4433,2025-11-17T17-49-34.381350,2025-11-17T17-49-34.408527,27.176856994628906,0,0,7,0,0,7,BEFORE_DOWNLOAD,12.072086334228516,1.0,CLIENT_CLOSE,3207,3027,8,6,22,18,11.062860488891602,10.586023330688477,12.814998626708984,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,2,2,3,0,1,0,1,1,0
3205,aioquic,127.0.0.2,127.0.0.1,63252,4433,2025-11-17T17-49-38.733221,2025-11-17T17-49-38.765622,32.40084648132324,0,0,7,0,0,7,BEFORE_DOWNLOAD,17.832040786743164,1.0,CLIENT_CLOSE,3279,3031,8,6,23,19,10.014057159423828,9.857892990112305,18.54705810546875,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,3,3,3,0,1,0,1,1,0
3206,aioquic,127.0.0.2,127.0.0.1,60942,4433,2025-11-17T17-49-42.240335,2025-11-17T17-49-42.267506,27.170896530151367,0,0,7,0,0,7,BEFORE_DOWNLOAD,13.571023941040039,1.0,CLIENT_CLOSE,3207,3027,8,6,22,18,9.958982467651367,9.504079818725586,14.50800895690918,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,2,2,3,0,1,0,1,1,0
3207,aioquic,127.0.0.2,127.0.0.1,54590,4433,2025-11-17T17-49-46.019858,2025-11-17T17-49-46.045788,25.930166244506836,0,0,7,0,0,7,BEFORE_DOWNLOAD,8.214950561523438,1.0,CLIENT_CLOSE,3207,3027,8,6,22,18,13.916015625,13.612031936645508,9.042978286743164,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,2,2,3,0,1,0,1,1,0
3208,aioquic,127.0.0.2,127.0.0.1,50861,4433,2025-11-17T17-49-50.438670,2025-11-17T17-49-50.484478,45.80807685852051,0,0,7,0,0,7,BEFORE_DOWNLOAD,14.615058898925781,1.0,CLIENT_CLOSE,3153,3090,7,7,22,19,10.075092315673828,26.97896957397461,15.350103378295898,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,5,3,2,3,0,1,0,1,1,0
3209,aioquic,127.0.0.2,127.0.0.1,54810,4433,2025-11-17T17-49-54.037891,2025-11-17T17-49-54.066876,28.985023498535156,0,0,7,0,0,7,BEFORE_DOWNLOAD,17.286062240600586,1.0,CLIENT_CLOSE,3207,3026,8,6,22,18,8.352041244506836,8.193016052246094,17.728090286254883,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,2,2,3,0,1,0,1,1,0
3210,aioquic,127.0.0.2,127.0.0.1,57706,4433,2025-11-17T17-49-57.590821,2025-11-17T17-49-57.627647,36.82589530944824,0,0,7,0,0,7,BEFORE_DOWNLOAD,14.560937881469727,1.0,CLIENT_CLOSE,3153,3090,7,7,22,19,8.55708122253418,17.51399040222168,15.240907669067383,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,5,3,2,3,0,1,0,1,1,0
3211,aioquic,127.0.0.2,127.0.0.1,61235,4433,2025-11-17T17-50-01.173578,2025-11-17T17-50-01.218707,45.12906074523926,0,0,7,0,0,7,BEFORE_DOWNLOAD,15.377044677734375,1.0,CLIENT_CLOSE,3154,3090,7,7,22,19,8.694887161254883,25.249958038330078,16.102075576782227,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,5,3,2,3,0,1,0,1,1,0
3212,aioquic,127.0.0.2,127.0.0.1,60580,4433,2025-11-17T17-50-04.848544,2025-11-17T17-50-04.880106,31.562089920043945,0,0,7,0,0,7,BEFORE_DOWNLOAD,18.257856369018555,1.0,CLIENT_CLOSE,3207,3027,8,6,22,18,9.984016418457031,9.73200798034668,18.882036209106445,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,2,2,3,0,1,0,1,1,0
3213,aioquic,127.0.0.2,127.0.0.1,58262,4433,2025-11-17T17-50-09.497893,2025-11-17T17-50-09.537990,40.09699821472168,0,0,7,0,0,7,BEFORE_DOWNLOAD,25.992870330810547,1.0,CLIENT_CLOSE,3148,3031,7,6,22,19,9.276866912841797,9.176969528198242,26.47089958190918,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,3,2,3,0,1,0,1,1,0
3214,aioquic,127.0.0.2,127.0.0.1,61676,4433,2025-11-17T17-50-13.133711,2025-11-17T17-50-13.173355,39.64400291442871,0,0,7,0,0,7,BEFORE_DOWNLOAD,15.144109725952148,1.0,CLIENT_CLOSE,3153,3090,7,7,22,19,10.138988494873047,18.74399185180664,15.964984893798828,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,5,3,2,3,0,1,0,1,1,0
3215,aioquic,127.0.0.2,127.0.0.1,56818,4433,2025-11-17T17-50-16.577528,2025-11-17T17-50-16.632470,54.94189262390137,0,0,7,0,0,7,BEFORE_DOWNLOAD,25.35104751586914,1.0,CLIENT_CLOSE,3279,3027,8,6,23,18,9.24992561340332,9.594917297363281,25.715112686157227,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,2,3,3,0,1,0,1,1,0
3216,aioquic,127.0.0.2,127.0.0.1,64606,4433,2025-11-17T17-50-20.190981,2025-11-17T17-50-20.228557,37.57619857788086,0,0,7,0,0,7,BEFORE_DOWNLOAD,23.251056671142578,1.0,CLIENT_CLOSE,3207,3091,8,7,22,19,10.390043258666992,10.137081146240234,23.83899688720703,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,3,2,3,0,1,0,1,1,0
3217,aioquic,127.0.0.2,127.0.0.1,63592,4433,2025-11-17T17-50-23.693434,2025-11-17T17-50-23.719996,26.561975479125977,0,0,7,0,0,7,BEFORE_DOWNLOAD,13.092041015625,1.0,CLIENT_CLOSE,3207,3027,8,6,22,18,9.797096252441406,9.193897247314453,14.103174209594727,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,2,2,3,0,1,0,1,1,0
3218,aioquic,127.0.0.2,127.0.0.1,64250,4433,2025-11-17T17-50-27.203903,2025-11-17T17-50-27.244915,41.01204872131348,0,0,7,0,0,7,BEFORE_DOWNLOAD,0.26798248291015625,1.0,CLIENT_CLOSE,3147,3090,7,7,21,19,10.879039764404297,36.85593605041504,0.8029937744140625,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,3,2,3,0,1,0,1,1,0
3219,aioquic,127.0.0.2,127.0.0.1,55684,4433,2025-11-17T17-50-30.703400,2025-11-17T17-50-30.751527,48.127174377441406,0,0,7,0,0,7,BEFORE_DOWNLOAD,14.243125915527344,1.0,CLIENT_CLOSE,3154,3090,7,7,22,19,9.989023208618164,29.807090759277344,14.851093292236328,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,5,3,2,3,0,1,0,1,1,0
3220,aioquic,127.0.0.2,127.0.0.1,59556,4433,2025-11-17T17-50-34.258611,2025-11-17T17-50-34.296545,37.934064865112305,0,0,7,0,0,7,BEFORE_DOWNLOAD,14.724969863891602,1.0,CLIENT_CLOSE,3153,3090,7,7,22,19,8.116960525512695,18.83411407470703,15.380859375,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,5,3,2,3,0,1,0,1,1,0
3221,aioquic,127.0.0.2,127.0.0.1,58544,4433,2025-11-17T17-50-37.829571,2025-11-17T17-50-37.884989,55.41801452636719,0,0,7,0,0,7,BEFORE_DOWNLOAD,14.687061309814453,1.0,CLIENT_CLOSE,3153,3155,7,8,22,20,10.478019714355469,35.79092025756836,15.194177627563477,6,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,5,4,2,3,0,1,0,1,1,0
3222,aioquic,127.0.0.2,127.0.0.1,61768,4433,2025-11-17T17-50-41.347477,2025-11-17T17-50-41.372038,24.560928344726562,0,0,7,0,0,7,BEFORE_DOWNLOAD,11.059999465942383,1.0,CLIENT_CLOSE,3207,3027,8,6,22,18,9.604930877685547,9.285926818847656,11.722087860107422,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,2,2,3,0,1,0,1,1,0
3223,aioquic,127.0.0.2,127.0.0.1,56424,4433,2025-11-17T17-50-44.886217,2025-11-17T17-50-44.918287,32.06992149353027,0,0,7,0,0,7,BEFORE_DOWNLOAD,15.113115310668945,1.0,CLIENT_CLOSE,3153,3151,7,8,22,21,10.217905044555664,13.143777847290039,15.60521125793457,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,5,3,2,3,0,1,0,1,1,0
3224,aioquic,127.0.0.2,127.0.0.1,52431,4433,2025-11-17T17-50-48.412493,2025-11-17T17-50-48.453402,40.9090518951416,0,0,7,0,0,7,BEFORE_DOWNLOAD,21.420001983642578,1.0,CLIENT_CLOSE,3207,3027,8,6,22,18,11.94906234741211,11.379003524780273,22.536039352416992,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,2,2,3,0,1,0,1,1,0
3225,aioquic,127.0.0.2,127.0.0.1,60195,4433,2025-11-17T17-50-53.006467,2025-11-17T17-50-53.027150,20.682811737060547,0,0,7,0,0,7,BEFORE_DOWNLOAD,7.128000259399414,1.0,CLIENT_CLOSE,3207,3027,8,6,22,18,10.25390625,9.808778762817383,7.931232452392578,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,2,2,3,0,1,0,1,1,0
3226,aioquic,127.0.0.2,127.0.0.1,60197,4433,2025-11-17T17-50-56.547691,2025-11-17T17-50-56.589818,42.12689399719238,0,0,7,0,0,7,BEFORE_DOWNLOAD,15.004873275756836,1.0,CLIENT_CLOSE,3153,3090,7,7,22,19,10.14089584350586,22.475004196166992,15.504837036132812,7,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,5,3,2,3,0,1,0,1,1,0
3227,aioquic,127.0.0.2,127.0.0.1,59716,4433,2025-11-17T17-51-00.061421,2025-11-17T17-51-00.091320,29.899120330810547,0,0,7,0,0,7,BEFORE_DOWNLOAD,16.120195388793945,1.0,CLIENT_CLOSE,3147,3151,7,8,21,21,8.912086486816406,9.483098983764648,16.704082489013672,8,34,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,3,2,3,0,1,0,1,1,0
3228,aioquic,127.0.0.2,127.0.0.1,60121,4433,2025-11-17T17-51-03.593322,2025-11-17T17-51-03.628346,35.02392768859863,0,0,7,0,0,7,BEFORE_DOWNLOAD,22.04108238220215,1.0,CLIENT_CLOSE,3148,3031,7,6,22,19,8.553028106689453,8.301019668579102,22.788047790527344,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,3,2,3,0,1,0,1,1,0
3229,aioquic,127.0.0.2,127.0.0.1,64070,4433,2025-11-17T17-51-07.131853,2025-11-17T17-51-07.161210,29.356956481933594,0,0,7,0,0,7,BEFORE_DOWNLOAD,16.56508445739746,1.0,CLIENT_CLOSE,3207,3026,8,6,22,18,9.9029541015625,9.470939636230469,17.33994483947754,5,17,0,0,0,1,0,4,3,28,878,0,0,20,17,48,895,9.6,223.75,4,2,2,3,0,1,0,1,1,0
