file_id,initial_ip_client,initial_ip_server,initial_port_client,initial_port_server,time_first,time_last,connection_duration,version_negotiation_occurred,retry_occurred,new_connection_ids_issued_server,retired_cid_count_client,retired_cid_count_server,new_connection_ids_issued_client,migration_type,path_validation_initiated,first_path_validation_response_latency,connection_close_type,bytes_sent_client,bytes_sent_server,packets_sent_client,packets_sent_server,quic_packets_sent_client,quic_packets_sent_server,handshake_duration,time_to_migration,migration_duration,packets_before_migration,app_data_bytes_before_migration,padding_bytes_in_validation_pc,padding_bytes_in_validation_pr,mtu,total_bidi_streams_client_init,total_bidi_streams_server_init,total_udi_streams_client_init,total_udi_streams_server_init,bytes_bidi_streams_client_init_client_sent,bytes_bidi_streams_client_init_server_sent,bytes_bidi_streams_server_init_client_sent,bytes_bidi_streams_server_init_server_sent,bytes_udi_streams_client_init,bytes_udi_streams_server_init,ack_sent_client,ack_sent_server,crypto_sent_client,crypto_sent_server,handshake_done_client,handshake_done_server,path_challenge_sent_client,path_challenge_sent_server,path_response_sent_client,path_response_sent_server
43,127.0.0.2,127.0.0.1,61632,4433,2025-10-12T22-07-59.330577,2025-10-12T22-07-59.342466,11.889219284057617,1,1,1,0,0,1,IP_AND_PORT,1,0.5130767822265625,CLIENT_CLOSE,7269,4568,14,12,19,19,7.502079010009766,9.050130844116211,0.8549690246582031,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1
44,127.0.0.2,127.0.0.1,55493,4433,2025-10-12T22-08-02.605517,2025-10-12T22-08-02.618987,13.470172882080078,1,1,1,0,0,1,IP_AND_PORT,1,0.6210803985595703,CLIENT_CLOSE,7269,4568,14,12,19,19,8.660078048706055,10.378122329711914,1.0249614715576172,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1
45,127.0.0.2,127.0.0.1,55496,4433,2025-10-12T22-08-05.539152,2025-10-12T22-08-05.551109,11.957168579101562,1,1,1,0,0,1,IP_AND_PORT,1,0.7579326629638672,CLIENT_CLOSE,7269,4568,14,12,19,19,6.367921829223633,8.268117904663086,1.1758804321289062,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1
46,127.0.0.2,127.0.0.1,59329,4433,2025-10-12T22-08-08.169910,2025-10-12T22-08-08.180939,11.02900505065918,1,1,1,0,0,1,IP_AND_PORT,1,0.5791187286376953,CLIENT_CLOSE,7269,4568,14,12,19,19,6.301164627075195,7.997035980224609,0.9500980377197266,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1
47,127.0.0.2,127.0.0.1,65422,4433,2025-10-12T22-08-10.733225,2025-10-12T22-08-10.742518,9.292840957641602,1,1,1,0,0,1,IP_AND_PORT,1,0.5290508270263672,CLIENT_CLOSE,7269,4568,14,12,19,19,4.95600700378418,6.339788436889648,0.9071826934814453,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1
48,127.0.0.2,127.0.0.1,54023,4433,2025-10-12T22-08-13.344403,2025-10-12T22-08-13.356542,12.139081954956055,1,1,1,0,0,1,IP_AND_PORT,1,0.5860328674316406,CLIENT_CLOSE,7269,4568,14,12,19,19,6.852149963378906,8.774995803833008,0.9510517120361328,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1
49,127.0.0.2,127.0.0.1,57072,4433,2025-10-12T22-08-15.984290,2025-10-12T22-08-16.004638,20.348072052001953,1,1,1,0,0,1,IP_AND_PORT,1,2.0589828491210938,CLIENT_CLOSE,7269,4570,14,12,19,19,10.000944137573242,12.491226196289062,3.1599998474121094,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1
5,127.0.0.2,127.0.0.1,59211,4433,2025-10-20T18-31-56.673614,2025-10-20T18-31-56.691573,17.958879470825195,1,1,1,0,0,1,IP_AND_PORT,1,1.3339519500732422,CLIENT_CLOSE,7269,4578,14,11,19,19,10.708093643188477,12.464046478271484,1.9249916076660156,11,20,1294,1294,1382,1,0,4,4,72,308,0,0,47,47,5,5,3,4,0,1,1,1,1,1
50,127.0.0.2,127.0.0.1,63553,4433,2025-10-12T22-08-18.533292,2025-10-12T22-08-18.545606,12.3138427734375,1,1,1,0,0,1,IP_AND_PORT,1,0.5919933319091797,CLIENT_CLOSE,7269,4568,14,12,19,19,7.819175720214844,9.374856948852539,0.9751319885253906,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1
51,127.0.0.2,127.0.0.1,63556,4433,2025-10-12T22-08-21.110381,2025-10-12T22-08-21.123431,13.050079345703125,1,1,1,0,0,1,IP_AND_PORT,1,0.6279945373535156,CLIENT_CLOSE,7269,4568,14,12,19,19,7.7800750732421875,9.608030319213867,1.049041748046875,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1
52,127.0.0.2,127.0.0.1,62045,4433,2025-10-12T22-08-23.669163,2025-10-12T22-08-23.682012,12.849092483520508,1,1,1,0,0,1,IP_AND_PORT,1,0.6129741668701172,CLIENT_CLOSE,7269,4568,14,12,19,19,7.7228546142578125,9.340047836303711,0.9758472442626953,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1
53,127.0.0.2,127.0.0.1,62048,4433,2025-10-12T22-08-26.221882,2025-10-12T22-08-26.231120,9.238004684448242,1,1,1,0,0,1,IP_AND_PORT,1,0.5238056182861328,CLIENT_CLOSE,7269,4568,14,12,19,19,4.939794540405273,6.2999725341796875,0.8618831634521484,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1
54,127.0.0.2,127.0.0.1,55901,4433,2025-10-12T22-08-28.773368,2025-10-12T22-08-28.785053,11.68513298034668,1,1,1,0,0,1,IP_AND_PORT,1,0.5559921264648438,CLIENT_CLOSE,7269,4568,14,12,19,19,7.180929183959961,8.645057678222656,0.9629726409912109,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1
55,127.0.0.2,127.0.0.1,60366,4433,2025-10-12T22-08-31.360126,2025-10-12T22-08-31.370741,10.614871978759766,1,1,1,0,0,1,IP_AND_PORT,1,0.5509853363037109,CLIENT_CLOSE,7269,4568,14,12,19,19,5.890846252441406,7.425069808959961,0.9047985076904297,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1
56,127.0.0.2,127.0.0.1,58876,4433,2025-10-12T22-08-34.038741,2025-10-12T22-08-34.050705,11.963844299316406,1,1,1,0,0,1,IP_AND_PORT,1,0.45609474182128906,CLIENT_CLOSE,7269,4568,14,12,19,19,7.539033889770508,8.907794952392578,0.8661746978759766,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1
57,127.0.0.2,127.0.0.1,58879,4433,2025-10-12T22-08-36.562147,2025-10-12T22-08-36.573730,11.583089828491211,1,1,1,0,0,1,IP_AND_PORT,1,0.5538463592529297,CLIENT_CLOSE,7269,4568,14,12,19,19,7.354021072387695,8.652210235595703,0.8959770202636719,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1
58,127.0.0.2,127.0.0.1,58882,4433,2025-10-12T22-08-39.158917,2025-10-12T22-08-39.170993,12.076139450073242,1,1,1,0,0,1,IP_AND_PORT,1,0.6420612335205078,CLIENT_CLOSE,7269,4568,14,12,19,19,7.37309455871582,8.805036544799805,1.0230541229248047,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1
59,127.0.0.2,127.0.0.1,51276,4433,2025-10-12T22-08-41.736110,2025-10-12T22-08-41.749782,13.672113418579102,1,1,1,0,0,1,IP_AND_PORT,1,0.6258487701416016,CLIENT_CLOSE,7194,4568,13,12,18,19,8.393049240112305,9.905099868774414,1.1060237884521484,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,4,5,3,4,0,1,1,1,1,1
6,127.0.0.2,127.0.0.1,54853,4433,2025-10-20T18-32-00.427807,2025-10-20T18-32-00.446819,19.011974334716797,1,1,1,0,0,1,IP_AND_PORT,1,1.3670921325683594,CLIENT_CLOSE,7269,4648,14,12,19,19,10.959148406982422,13.295888900756836,1.753091812133789,13,47,1294,1294,1382,1,0,4,4,72,308,0,0,47,47,5,5,3,4,0,1,1,1,1,1
60,127.0.0.2,127.0.0.1,64101,4433,2025-10-12T22-08-44.309296,2025-10-12T22-08-44.320487,11.191129684448242,1,1,1,0,0,1,IP_AND_PORT,1,0.4410743713378906,CLIENT_CLOSE,7269,4568,14,12,19,19,7.300853729248047,8.511066436767578,0.7529258728027344,13,47,1294,1294,1382,1,0,4,4,72,230,0,0,47,47,5,5,3,4,0,1,1,1,1,1
61,127.0.0.2,127.0.0.1,62671,4433,2025-10-15T11-06-18.467876,2025-10-15T11-06-18.476839,8.96310806274414,1,1,1,0,0,1,IP_AND_PORT,1,0.2319812774658203,CLIENT_CLOSE,7269,4411,14,12,19,19,6.601095199584961,7.454156875610352,0.3819465637207031,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
62,127.0.0.2,127.0.0.1,52127,4433,2025-10-15T11-10-15.478447,2025-10-15T11-10-15.486783,8.336067199707031,1,1,1,0,0,1,IP_AND_PORT,1,0.3399848937988281,CLIENT_CLOSE,7269,4411,14,12,19,19,5.794048309326172,6.627082824707031,0.5929470062255859,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
63,127.0.0.2,127.0.0.1,60930,4433,2025-10-15T11-11-45.549481,2025-10-15T11-11-45.558186,8.70513916015625,1,1,1,0,0,1,IP_AND_PORT,1,0.2529621124267578,CLIENT_CLOSE,7194,4411,13,12,18,19,5.975961685180664,6.995201110839844,0.45990943908691406,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,4,5,3,4,0,1,1,1,1,1
64,127.0.0.2,127.0.0.1,61969,4433,2025-10-15T11-14-15.382430,2025-10-15T11-14-15.390867,8.436918258666992,1,1,1,0,0,1,IP_AND_PORT,1,0.3521442413330078,CLIENT_CLOSE,7269,4411,14,12,19,19,5.8460235595703125,6.688833236694336,0.5421638488769531,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
65,127.0.0.2,127.0.0.1,55502,4433,2025-10-15T11-15-37.769613,2025-10-15T11-15-37.777418,7.80487060546875,1,1,1,0,0,1,IP_AND_PORT,1,0.2849102020263672,CLIENT_CLOSE,7269,4411,14,12,19,19,5.644083023071289,6.4029693603515625,0.4401206970214844,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
66,127.0.0.2,127.0.0.1,52916,4433,2025-10-15T11-16-36.069330,2025-10-15T11-16-36.076219,6.889104843139648,1,1,1,0,0,1,IP_AND_PORT,1,0.2200603485107422,CLIENT_CLOSE,7269,4411,14,12,19,19,4.98199462890625,5.626916885375977,0.36716461181640625,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
67,127.0.0.2,127.0.0.1,55672,4433,2025-10-15T11-17-45.707350,2025-10-15T11-17-45.715758,8.408069610595703,1,1,1,0,0,1,IP_AND_PORT,1,0.2739429473876953,CLIENT_CLOSE,7269,4411,14,12,19,19,5.94019889831543,6.766080856323242,0.43892860412597656,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
