capture_id,frame_number,delta_time,packet_length,packet_direction,header_form,count_initial,count_0rtt,count_handshake,count_1rtt,count_retry,count_vn,count_ack,count_padding,count_connection_close,count_path_challenge,count_path_response,count_new_connection_id,count_retire_cid,count_ping,count_crypto,count_handshake_done,http3_stream_count,http3_fin_count,stream_length,stream_type_count
3172,19,5.76352e-07,92,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3172,20,1.2807823e-07,78,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3172,21,6.2438136e-05,805,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,728,1
3172,22,4.620422e-05,100,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3173,1,3.2019557e-08,1212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173,2,0.0,81,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173,3,2.5615645e-07,1206,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3173,4,4.8637707e-05,1279,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0
3173,5,4.8509628e-05,483,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3173,6,0.00024158755,1395,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0
3173,7,2.9009718e-05,682,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,2,0,23,1
3173,8,0.009533214,70,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3173,9,4.7709136e-06,1391,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3173,10,7.716713e-06,1153,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3173,11,3.5221512e-07,100,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3173,12,1.7578735e-05,1205,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3173,13,7.069918e-05,1240,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3173,14,1.370437e-05,136,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1
3173,15,6.1477544e-06,103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3173,16,4.7388944e-06,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3173,17,0.0001331373,119,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33,1
3173,18,3.2980142e-06,79,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3173,19,2.1773299e-06,84,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3173,20,9.605866e-08,81,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3173,21,7.3132665e-05,872,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,798,1
3173,22,8.2386316e-05,122,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3174,1,1.3448214e-06,1277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,2,2.88176e-07,100,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,3,1.1206845e-06,1224,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3174,4,0.00014274319,1227,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0
3174,5,3.3236298e-05,445,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3174,6,0.00044343882,1387,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0
3174,7,4.5531808e-05,637,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,2,0,12,1
3174,8,0.0023133808,70,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,9,3.9159917e-05,1394,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3174,10,1.943587e-05,1119,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3174,11,4.8029335e-07,106,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,12,2.2541768e-05,1225,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3174,13,7.3548916e-05,1234,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3174,14,6.426325e-05,131,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1
3174,15,1.7930952e-05,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3174,16,7.012283e-06,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3174,17,0.00028779177,136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,96,1
3174,18,8.9654753e-07,105,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,19,7.684693e-07,95,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3174,20,1.2807823e-07,78,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,21,5.6738652e-05,812,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,745,1
3174,22,4.2105716e-05,107,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3175,1,6.4039114e-08,1280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,2,1.8251146e-06,76,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,3,2.4975254e-06,1253,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3175,4,0.00011959304,1244,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0
3175,5,2.5295449e-05,431,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3175,6,0.00054058613,1388,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0
3175,7,3.9159917e-05,647,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,2,0,11,1
3175,8,0.00251488,69,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,9,3.189148e-05,1395,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3175,10,1.9788085e-05,1128,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3175,11,4.162542e-07,106,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,12,1.7162482e-05,1234,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3175,13,5.116725e-05,1249,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3175,14,7.278045e-05,123,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1
3175,15,1.8635381e-05,103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3175,16,5.9236177e-06,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3175,17,0.00029746167,145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,109,1
3175,18,8.0048886e-07,110,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,19,6.083716e-07,97,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3175,20,1.2807823e-07,78,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,21,5.039878e-05,776,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,718,1
3175,22,3.0130403e-05,100,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3176,1,3.5221512e-07,1034,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3176,2,1.0278277e-05,61,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3176,3,1.8251146e-06,954,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3176,4,4.4827377e-07,118,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3176,5,8.9654753e-07,1231,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3176,6,3.8007212e-05,1186,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3176,7,5.2159856e-05,583,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3176,8,6.0709077e-05,1387,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0
3176,9,0.00030687542,597,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,1,1,0,21,1
3176,10,0.0017066743,78,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3176,11,2.7728935e-05,102,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
3176,12,2.1325024e-05,63,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,1
3176,13,3.7142684e-06,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3176,14,5.5714027e-06,1398,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3176,15,2.2413688e-07,60,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3176,16,2.0300398e-05,1388,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
3176,17,1.7610755e-05,95,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3176,18,8.036908e-06,67,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3176,19,8.488384e-05,62,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3176,20,9.589857e-05,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1
3176,21,2.6768348e-05,161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1
3176,22,9.7435506e-05,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1
3176,23,0.0006704575,148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,41,1
3176,24,5.888396e-05,116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27,1
3176,25,7.3965175e-06,329,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,256,1
3176,26,0.00011504626,65,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3177,1,1.1206845e-06,1223,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177,2,3.5861901e-06,73,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177,3,3.4901316e-06,1245,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3177,4,0.00014636139,1243,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0
3177,5,2.6576232e-05,417,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3177,6,0.00057087664,1388,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0
3177,7,3.4132845e-05,664,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,2,0,10,1
3177,8,0.002670335,68,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3177,9,3.147522e-05,1395,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3177,10,2.020434e-05,1116,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3177,11,4.8029335e-07,107,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3177,12,1.9339812e-05,1217,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3177,13,6.1541585e-05,1235,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3177,14,7.988879e-05,124,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1
3177,15,2.0556554e-05,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3177,16,6.49997e-06,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3177,17,0.00031673745,137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,93,1
3177,18,8.9654753e-07,109,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3177,19,6.724107e-07,95,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3177,20,1.6009778e-07,78,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3177,21,5.408103e-05,808,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,743,1
3177,22,3.9287996e-05,106,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3178,1,5.4433247e-07,1224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,2,3.2019557e-07,94,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,3,1.7610755e-06,1226,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3178,4,0.00014363973,1237,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0
3178,5,2.7889033e-05,443,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3178,6,0.00048099775,1387,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0
3178,7,4.2041676e-05,631,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,2,0,11,1
3178,8,0.0022929525,69,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,9,4.383477e-05,1395,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3178,10,2.1933396e-05,1130,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3178,11,5.123129e-07,113,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,12,2.1901376e-05,1252,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3178,13,6.198986e-05,1246,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3178,14,8.059322e-05,141,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1
3178,15,2.4847175e-05,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3178,16,1.0630492e-05,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3178,17,0.00039761883,169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,211,1
3178,18,6.4039114e-07,111,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,19,5.4433247e-07,89,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,20,1.6009778e-07,78,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,21,6.79455e-05,800,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,727,1
3178,22,5.3664775e-05,98,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3179,1,1.2167432e-06,1235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3179,2,8.9654753e-07,71,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3179,3,4.0985033e-06,1206,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3179,4,0.000114758084,1240,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0
3179,5,2.2573786e-05,433,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3179,6,0.00044142158,1389,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0
3179,7,2.731268e-05,670,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,2,0,9,1
3179,8,0.0028861468,67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3179,9,2.6127957e-05,1394,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3179,10,1.8347206e-05,1128,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3179,11,4.162542e-07,107,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3179,12,1.3480233e-05,1235,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3179,13,4.905396e-05,1247,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3179,14,8.3539024e-05,117,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1
3179,15,2.1196945e-05,103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3179,16,5.7315006e-06,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3179,17,0.00032003547,134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,83,1
3179,18,1.0566454e-06,114,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3179,19,7.364498e-07,96,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3179,20,1.6009778e-07,76,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3179,21,5.046282e-05,806,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,738,1
3179,22,3.7622976e-05,105,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3180,1,1.2615705e-05,1283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,2,3.2019557e-08,97,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,3,4.4827377e-07,1183,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3180,4,0.0001576643,1245,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0
3180,5,3.9095878e-05,443,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3180,6,0.00050891883,1386,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0
3180,7,3.7078644e-05,664,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,2,0,13,1
3180,8,0.0012613784,69,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,9,3.6438254e-05,1394,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3180,10,2.8209228e-05,1155,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3180,11,5.76352e-07,97,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,12,1.6137856e-05,1234,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3180,13,3.8551545e-05,1252,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3180,14,0.00011315711,127,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1
3180,15,3.0098383e-05,101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3180,16,7.97287e-06,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3180,17,0.00036303772,148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,106,1
3180,18,8.64528e-07,119,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,19,5.76352e-07,96,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3180,20,2.2413688e-07,78,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,21,5.1967738e-05,808,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,730,1
3180,22,3.3428416e-05,99,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3181,1,7.364498e-07,1231,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,2,5.2191876e-06,75,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,3,1.7930951e-06,1232,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3181,4,0.00013227279,1235,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0
3181,5,3.0034344e-05,424,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3181,6,0.00047308893,1389,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0
3181,7,3.74949e-05,660,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,2,0,10,1
3181,8,0.0027666176,69,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,9,3.3556495e-05,1395,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3181,10,1.9531928e-05,1115,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3181,11,4.4827377e-07,106,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,12,1.7898932e-05,1221,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3181,13,6.0036666e-05,1238,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3181,14,8.6132604e-05,126,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1
3181,15,2.1196945e-05,101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3181,16,6.5960285e-06,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3181,17,0.0003039296,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,90,1
3181,18,9.285671e-07,115,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,19,6.724107e-07,95,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3181,20,1.6009778e-07,77,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,21,5.171158e-05,806,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,738,1
3181,22,3.6118057e-05,104,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3182,1,1.8571342e-06,1265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182,2,2.5615645e-07,101,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182,3,2.593584e-06,1223,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3182,4,0.00017476274,1248,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0
3182,5,2.8497405e-05,436,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
